"X","country","state","district","year","dyid","Serial.No.","District","calcium","SDP","Gini"
3965,"India","Rajasthan","Hanumangarh",2010,"Hanumangarh2010",459,"Hanumangarh",157.32001,185366,0.24
3966,"India","Rajasthan","Hanumangarh",2011,"Hanumangarh2011",459,"Hanumangarh",101.66666,202749,0.24
3967,"India","Rajasthan","Hanumangarh",2012,"Hanumangarh2012",459,"Hanumangarh",104.36364,210171,0.24
3968,"India","Rajasthan","Hanumangarh",2013,"Hanumangarh2013",459,"Hanumangarh",132.55,222730,0.24
3969,"India","Rajasthan","Hanumangarh",2014,"Hanumangarh2014",459,"Hanumangarh",68.04348,238689,0.24
3970,"India","Rajasthan","Hanumangarh",2015,"Hanumangarh2015",459,"Hanumangarh",102,257415,0.24
3971,"India","Rajasthan","Hanumangarh",2016,"Hanumangarh2016",459,"Hanumangarh",84.083336,271636,0.24
3972,"India","Rajasthan","Hanumangarh",2017,"Hanumangarh2017",459,"Hanumangarh",89.241379,285979,0.24
3973,"India","Rajasthan","Hanumangarh",2018,"Hanumangarh2018",459,"Hanumangarh",41.379311,291356,0.24
3974,"India","Madhya Pradesh","Harda",2000,"Harda2000",293,"Harda",52,85664,0.33
3975,"India","Madhya Pradesh","Harda",2001,"Harda2001",293,"Harda",61,91792,0.33
3976,"India","Madhya Pradesh","Harda",2002,"Harda2002",293,"Harda",81,87005,0.33
,,,,,,,,,,
3978,"India","Madhya Pradesh","Harda",2004,"Harda2004",293,"Harda",86.85714,99940,0.33
3979,"India","Madhya Pradesh","Harda",2005,"Harda2005",293,"Harda",73,104975,0.33
3980,"India","Madhya Pradesh","Harda",2006,"Harda2006",293,"Harda",67.777779,114545,0.33
3981,"India","Madhya Pradesh","Harda",2007,"Harda2007",293,"Harda",20.666666,119958,0.33
3982,"India","Madhya Pradesh","Harda",2008,"Harda2008",293,"Harda",103.5,135124,0.33
3983,"India","Madhya Pradesh","Harda",2009,"Harda2009",293,"Harda",101.73333,147933,0.33
3984,"India","Madhya Pradesh","Harda",2010,"Harda2010",293,"Harda",85,155701,0.33
3985,"India","Madhya Pradesh","Harda",2011,"Harda2011",293,"Harda",92.800003,169600,0.33
3986,"India","Madhya Pradesh","Harda",2012,"Harda2012",293,"Harda",80.444443,184305,0.33
3987,"India","Madhya Pradesh","Harda",2013,"Harda2013",293,"Harda",69.63636,193761,0.33
3988,"India","Madhya Pradesh","Harda",2014,"Harda2014",293,"Harda",43.833332,203761,0.33
,,,,,,,,,,
3990,"India","Madhya Pradesh","Harda",2016,"Harda2016",293,"Harda",66.666664,251943,0.33
3991,"India","Madhya Pradesh","Harda",2017,"Harda2017",293,"Harda",77.583336,265451,0.33
3992,"India","Madhya Pradesh","Harda",2018,"Harda2018",293,"Harda",66.727272,289720,0.33
3993,"India","Uttar Pradesh","Hardoi",2000,"Hardoi2000",582,"Hardoi",45.866665,198839,0.21
3994,"India","Uttar Pradesh","Hardoi",2001,"Hardoi2001",582,"Hardoi",32.888889,202456,0.21
3995,"India","Uttar Pradesh","Hardoi",2002,"Hardoi2002",582,"Hardoi",25.333334,209007,0.21
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4009,"India","Uttar Pradesh","Hardoi",2016,"Hardoi2016",582,"Hardoi",34.666668,503182,0.21
,,,,,,,,,,
4011,"India","Uttar Pradesh","Hardoi",2018,"Hardoi2018",582,"Hardoi",42.5,537577,0.21
4012,"India","Uttarakhand","Haridwar",2000,"Haridwar2000",616,"Haridwar",35.833332,15934,0.48
,,,,,,,,,,
,,,,,,,,,,
4015,"India","Uttarakhand","Haridwar",2003,"Haridwar2003",616,"Haridwar",33.5,19697,0.48
4016,"India","Uttarakhand","Haridwar",2004,"Haridwar2004",616,"Haridwar",8,22288,0.48
4017,"India","Uttarakhand","Haridwar",2005,"Haridwar2005",616,"Haridwar",32.200001,25448,0.48
4018,"India","Uttarakhand","Haridwar",2006,"Haridwar2006",616,"Haridwar",14.666667,28514,0.48
4019,"India","Uttarakhand","Haridwar",2007,"Haridwar2007",616,"Haridwar",40.727272,33498,0.48
4020,"India","Uttarakhand","Haridwar",2008,"Haridwar2008",616,"Haridwar",49.444443,37064,0.48
4021,"India","Uttarakhand","Haridwar",2009,"Haridwar2009",616,"Haridwar",36.363636,43407,0.48
4022,"India","Uttarakhand","Haridwar",2010,"Haridwar2010",616,"Haridwar",30.333334,47967,0.48
4023,"India","Uttarakhand","Haridwar",2011,"Haridwar2011",616,"Haridwar",30.75,52748,0.48
4024,"India","Uttarakhand","Haridwar",2012,"Haridwar2012",616,"Haridwar",24.450001,56663,0.48
4025,"India","Uttarakhand","Haridwar",2013,"Haridwar2013",616,"Haridwar",31.875,60931,0.48
4026,"India","Uttarakhand","Haridwar",2014,"Haridwar2014",616,"Haridwar",56.666668,65031,0.48
4027,"India","Uttarakhand","Haridwar",2015,"Haridwar2015",616,"Haridwar",52,70433,0.48
4028,"India","Uttarakhand","Haridwar",2016,"Haridwar2016",616,"Haridwar",49.21875,77758,0.48
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4040,"India","Karnataka","Hassan",2009,"Hassan2009",231,"Hassan",26.709677,218363,0.18
4041,"India","Karnataka","Hassan",2010,"Hassan2010",231,"Hassan",38.5,240817,0.18
4042,"India","Karnataka","Hassan",2011,"Hassan2011",231,"Hassan",53.099998,248040,0.18
4044,"India","Karnataka","Hassan",2013,"Hassan2013",231,"Hassan",36.745762,289086,0.18
4045,"India","Karnataka","Hassan",2014,"Hassan2014",231,"Hassan",28,300035,0.18
,,,,,,,,,,
4047,"India","Karnataka","Hassan",2016,"Hassan2016",231,"Hassan",36.46154,380537,0.18
,,,,,,,,,,
4049,"India","Karnataka","Hassan",2018,"Hassan2018",231,"Hassan",4.3333335,435701,0.18
4050,"India","Uttar Pradesh","Hathras",2000,"Hathras2000",545,"Hathras",8.666667,198839,0.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4066,"India","Uttar Pradesh","Hathras",2016,"Hathras2016",545,"Hathras",24,503182,0.25
,,,,,,,,,,
4068,"India","Uttar Pradesh","Hathras",2018,"Hathras2018",545,"Hathras",48.900002,537577,0.25
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4074,"India","Karnataka","Haveri",2005,"Haveri2005",243,"Haveri",85.599998,164031,0.24
4075,"India","Karnataka","Haveri",2006,"Haveri2006",243,"Haveri",72.571426,181086,0.24
4076,"India","Karnataka","Haveri",2007,"Haveri2007",243,"Haveri",36,203810,0.24
,,,,,,,,,,
4078,"India","Karnataka","Haveri",2009,"Haveri2009",243,"Haveri",53,218363,0.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4082,"India","Karnataka","Haveri",2013,"Haveri2013",243,"Haveri",56,289086,0.24
4083,"India","Karnataka","Haveri",2014,"Haveri2014",243,"Haveri",94.36364,300035,0.24
,,,,,,,,,,
4085,"India","Karnataka","Haveri",2016,"Haveri2016",243,"Haveri",75.741936,380537,0.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4089,"India","Jharkhand","Hazaribagh",2001,"Hazaribagh2001",205,"Hazaribagh",276,40994,0.24
,,,,,,,,,,
,,,,,,,,,,
4092,"India","Jharkhand","Hazaribagh",2004,"Hazaribagh2004",205,"Hazaribagh",27,53056,0.24
4093,"India","Jharkhand","Hazaribagh",2005,"Hazaribagh2005",205,"Hazaribagh",89.333336,50678,0.24
,,,,,,,,,,
4095,"India","Jharkhand","Hazaribagh",2007,"Hazaribagh2007",205,"Hazaribagh",48,63005,0.24
4096,"India","Jharkhand","Hazaribagh",2008,"Hazaribagh2008",205,"Hazaribagh",87.666664,60472,0.24
4097,"India","Jharkhand","Hazaribagh",2009,"Hazaribagh2009",205,"Hazaribagh",61,66465,0.24
4098,"India","Jharkhand","Hazaribagh",2010,"Hazaribagh2010",205,"Hazaribagh",69.5,76134,0.24
4099,"India","Jharkhand","Hazaribagh",2011,"Hazaribagh2011",205,"Hazaribagh",84,80157,0.24
4100,"India","Jharkhand","Hazaribagh",2012,"Hazaribagh2012",205,"Hazaribagh",48.200001,87242,0.24
4101,"India","Jharkhand","Hazaribagh",2013,"Hazaribagh2013",205,"Hazaribagh",42,87874,0.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4107,"India","Maharashtra","Hingoli",2000,"Hingoli2000",347,"Hingoli",76.444443,285492,0.27
4108,"India","Maharashtra","Hingoli",2001,"Hingoli2001",347,"Hingoli",80.666664,295578,0.27
4109,"India","Maharashtra","Hingoli",2002,"Hingoli2002",347,"Hingoli",30,315961,0.27
,,,,,,,,,,
4111,"India","Maharashtra","Hingoli",2004,"Hingoli2004",347,"Hingoli",49.666668,370023,0.27
4112,"India","Maharashtra","Hingoli",2005,"Hingoli2005",347,"Hingoli",73.5,423632,0.27
4113,"India","Maharashtra","Hingoli",2006,"Hingoli2006",347,"Hingoli",61.099998,481983,0.27
4114,"India","Maharashtra","Hingoli",2007,"Hingoli2007",347,"Hingoli",73.777779,538081,0.27
4115,"India","Maharashtra","Hingoli",2008,"Hingoli2008",347,"Hingoli",77.199997,546533,0.27
4116,"India","Maharashtra","Hingoli",2009,"Hingoli2009",347,"Hingoli",96,599338,0.27
,,,,,,,,,,
,,,,,,,,,,
4119,"India","Maharashtra","Hingoli",2012,"Hingoli2012",347,"Hingoli",55.42857,734891,0.27
4120,"India","Maharashtra","Hingoli",2013,"Hingoli2013",347,"Hingoli",75.157898,782973,0.27
4121,"India","Maharashtra","Hingoli",2014,"Hingoli2014",347,"Hingoli",87.174995,831025,0.27
,,,,,,,,,,
4123,"India","Maharashtra","Hingoli",2016,"Hingoli2016",347,"Hingoli",77.866669,985933,0.27
4124,"India","Maharashtra","Hingoli",2017,"Hingoli2017",347,"Hingoli",72.462662,1026049,0.27
4125,"India","Maharashtra","Hingoli",2018,"Hingoli2018",347,"Hingoli",76.921959,1067752,0.27
4126,"India","Haryana","Hisar",2000,"Hisar2000",163,"Hisar",66.470589,63211,0.3
4127,"India","Haryana","Hisar",2001,"Hisar2001",163,"Hisar",51,68094,0.3
,,,,,,,,,,
,,,,,,,,,,
4130,"India","Haryana","Hisar",2004,"Hisar2004",163,"Hisar",116.21875,86222,0.3
4131,"India","Haryana","Hisar",2005,"Hisar2005",163,"Hisar",63.25,94011,0.3
4132,"India","Haryana","Hisar",2006,"Hisar2006",163,"Hisar",69.63636,104700,0.3
4133,"India","Haryana","Hisar",2007,"Hisar2007",163,"Hisar",59.5,112896,0.3
4134,"India","Haryana","Hisar",2008,"Hisar2008",163,"Hisar",93.818184,121588,0.3
4135,"India","Haryana","Hisar",2009,"Hisar2009",163,"Hisar",64.454544,136780,0.3
4136,"India","Haryana","Hisar",2010,"Hisar2010",163,"Hisar",55.05077,146053,0.3
,,,,,,,,,,
4138,"India","Haryana","Hisar",2012,"Hisar2012",163,"Hisar",69.241379,169399,0.3
4139,"India","Haryana","Hisar",2013,"Hisar2013",163,"Hisar",62.444443,184117,0.3
4140,"India","Haryana","Hisar",2014,"Hisar2014",163,"Hisar",75.63636,194891,0.3
4141,"India","Haryana","Hisar",2015,"Hisar2015",163,"Hisar",55.916668,217891,0.3
4142,"India","Haryana","Hisar",2016,"Hisar2016",163,"Hisar",65.261108,240899,0.3
4143,"India","Haryana","Hisar",2017,"Hisar2017",163,"Hisar",102.27778,253966,0.3
4144,"India","Haryana","Hisar",2018,"Hisar2018",163,"Hisar",89.717949,274967,0.3
4145,"India","West Bengal","Hooghly",2000,"Hooghly2000",637,"Hugli",52.947369,151670,0.28
4146,"India","West Bengal","Hooghly",2001,"Hooghly2001",637,"Hugli",51.5,162624,0.28
4147,"India","West Bengal","Hooghly",2002,"Hooghly2002",637,"Hugli",67.419357,168324,0.28
,,,,,,,,,,
4149,"India","West Bengal","Hooghly",2004,"Hooghly2004",637,"Hugli",48.846153,190029,0.28
4150,"India","West Bengal","Hooghly",2005,"Hooghly2005",637,"Hugli",30,201994,0.28
4151,"India","West Bengal","Hooghly",2006,"Hooghly2006",637,"Hugli",20,217849,0.28
4152,"India","West Bengal","Hooghly",2007,"Hooghly2007",637,"Hugli",39.111111,234798,0.28
,,,,,,,,,,
4154,"India","West Bengal","Hooghly",2009,"Hooghly2009",637,"Hugli",19.636364,263230,0.28
4155,"India","West Bengal","Hooghly",2010,"Hooghly2010",637,"Hugli",51.714287,279191,0.28
4156,"India","West Bengal","Hooghly",2011,"Hooghly2011",637,"Hugli",71.333336,289432,0.28
4157,"India","West Bengal","Hooghly",2012,"Hooghly2012",637,"Hugli",20,301479,0.28
4158,"India","West Bengal","Hooghly",2013,"Hooghly2013",637,"Hugli",82.85714,308238,0.28
,,,,,,,,,,
,,,,,,,,,,
4161,"India","West Bengal","Hooghly",2016,"Hooghly2016",637,"Hugli",46.869564,357756,0.28
4162,"India","West Bengal","Hooghly",2017,"Hooghly2017",637,"Hugli",19,381534,0.28
4163,"India","West Bengal","Hooghly",2018,"Hooghly2018",637,"Hugli",56.296295,403248,0.28
4164,"India","Madhya Pradesh","Hoshangabad",2000,"Hoshangabad2000",285,"Hoshangabad",59.636364,85664,0.34
4165,"India","Madhya Pradesh","Hoshangabad",2001,"Hoshangabad2001",285,"Hoshangabad",68.333336,91792,0.34
4166,"India","Madhya Pradesh","Hoshangabad",2002,"Hoshangabad2002",285,"Hoshangabad",68,87005,0.34
,,,,,,,,,,
4168,"India","Madhya Pradesh","Hoshangabad",2004,"Hoshangabad2004",285,"Hoshangabad",66.823532,99940,0.34
4169,"India","Madhya Pradesh","Hoshangabad",2005,"Hoshangabad2005",285,"Hoshangabad",98.235291,104975,0.34
4170,"India","Madhya Pradesh","Hoshangabad",2006,"Hoshangabad2006",285,"Hoshangabad",85.578949,114545,0.34
4171,"India","Madhya Pradesh","Hoshangabad",2007,"Hoshangabad2007",285,"Hoshangabad",65.375,119958,0.34
,,,,,,,,,,
4173,"India","Madhya Pradesh","Hoshangabad",2009,"Hoshangabad2009",285,"Hoshangabad",66.239998,147933,0.34
4174,"India","Madhya Pradesh","Hoshangabad",2010,"Hoshangabad2010",285,"Hoshangabad",62.46154,155701,0.34
4175,"India","Madhya Pradesh","Hoshangabad",2011,"Hoshangabad2011",285,"Hoshangabad",57.545456,169600,0.34
4176,"India","Madhya Pradesh","Hoshangabad",2012,"Hoshangabad2012",285,"Hoshangabad",52.900002,184305,0.34
4177,"India","Madhya Pradesh","Hoshangabad",2013,"Hoshangabad2013",285,"Hoshangabad",47.04348,193761,0.34
4178,"India","Madhya Pradesh","Hoshangabad",2014,"Hoshangabad2014",285,"Hoshangabad",40,203761,0.34
,,,,,,,,,,
4180,"India","Madhya Pradesh","Hoshangabad",2016,"Hoshangabad2016",285,"Hoshangabad",59.333332,251943,0.34
4181,"India","Madhya Pradesh","Hoshangabad",2017,"Hoshangabad2017",285,"Hoshangabad",69.263161,265451,0.34
4182,"India","Madhya Pradesh","Hoshangabad",2018,"Hoshangabad2018",285,"Hoshangabad",54.222221,289720,0.34
4183,"India","Punjab","Hoshiarpur",2000,"Hoshiarpur2000",442,"Hoshiarpur",42.83931,74939,0.26
4184,"India","Punjab","Hoshiarpur",2001,"Hoshiarpur2001",442,"Hoshiarpur",26.5,75916,0.26
,,,,,,,,,,
,,,,,,,,,,
4187,"India","Punjab","Hoshiarpur",2004,"Hoshiarpur2004",442,"Hoshiarpur",50.904762,86108,0.26
4188,"India","Punjab","Hoshiarpur",2005,"Hoshiarpur2005",442,"Hoshiarpur",70.615387,90330,0.26
4189,"India","Punjab","Hoshiarpur",2006,"Hoshiarpur2006",442,"Hoshiarpur",60.111111,100072,0.26
4190,"India","Punjab","Hoshiarpur",2007,"Hoshiarpur2007",442,"Hoshiarpur",40.133335,108738,0.26
4191,"India","Punjab","Hoshiarpur",2008,"Hoshiarpur2008",442,"Hoshiarpur",57.142857,114766,0.26
4192,"India","Punjab","Hoshiarpur",2009,"Hoshiarpur2009",442,"Hoshiarpur",34.375,122097,0.26
4193,"India","Punjab","Hoshiarpur",2010,"Hoshiarpur2010",442,"Hoshiarpur",41.400002,129983,0.26
,,,,,,,,,,
4195,"India","Punjab","Hoshiarpur",2012,"Hoshiarpur2012",442,"Hoshiarpur",44.875,144194,0.26
4196,"India","Punjab","Hoshiarpur",2013,"Hoshiarpur2013",442,"Hoshiarpur",32.285713,153185,0.26
4197,"India","Punjab","Hoshiarpur",2014,"Hoshiarpur2014",442,"Hoshiarpur",51.882355,159467,0.26
,,,,,,,,,,
4199,"India","Punjab","Hoshiarpur",2016,"Hoshiarpur2016",442,"Hoshiarpur",32.551723,180825,0.26
4200,"India","Punjab","Hoshiarpur",2017,"Hoshiarpur2017",442,"Hoshiarpur",35.619049,191862,0.26
4201,"India","Punjab","Hoshiarpur",2018,"Hoshiarpur2018",442,"Hoshiarpur",26.619047,202676,0.26
4202,"India","West Bengal","Howrah",2000,"Howrah2000",626,"Parganas Haora",42.200001,151670,0.31
4203,"India","West Bengal","Howrah",2001,"Howrah2001",626,"Parganas Haora",53,162624,0.31
4204,"India","West Bengal","Howrah",2002,"Howrah2002",626,"Parganas Haora",71.272728,168324,0.31
4206,"India","West Bengal","Howrah",2004,"Howrah2004",626,"Parganas Haora",71,190029,0.31
4207,"India","West Bengal","Howrah",2005,"Howrah2005",626,"Parganas Haora",51.42857,201994,0.31
,,,,,,,,,,
4209,"India","West Bengal","Howrah",2007,"Howrah2007",626,"Parganas Haora",44.285713,234798,0.31
4210,"India","West Bengal","Howrah",2008,"Howrah2008",626,"Parganas Haora",32,244262,0.31
4211,"India","West Bengal","Howrah",2009,"Howrah2009",626,"Parganas Haora",28.923077,263230,0.31
4212,"India","West Bengal","Howrah",2010,"Howrah2010",626,"Parganas Haora",39.759998,279191,0.31
4213,"India","West Bengal","Howrah",2011,"Howrah2011",626,"Parganas Haora",21.777779,289432,0.31
4214,"India","West Bengal","Howrah",2012,"Howrah2012",626,"Parganas Haora",72.285713,301479,0.31
4215,"India","West Bengal","Howrah",2013,"Howrah2013",626,"Parganas Haora",61.142857,308238,0.31
,,,,,,,,,,
,,,,,,,,,,
4218,"India","West Bengal","Howrah",2016,"Howrah2016",626,"Parganas Haora",82.916664,357756,0.31
4219,"India","West Bengal","Howrah",2017,"Howrah2017",626,"Parganas Haora",18,381534,0.31
4220,"India","West Bengal","Howrah",2018,"Howrah2018",626,"Parganas Haora",78.235291,403248,0.31
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4225,"India","Telangana","Hyderabad",2004,"Hyderabad2004",532,"Hyderabad",49.400002,79916,0.26
4226,"India","Telangana","Hyderabad",2005,"Hyderabad2005",532,"Hyderabad",54,92751,0.26
4227,"India","Telangana","Hyderabad",2006,"Hyderabad2006",532,"Hyderabad",58,102977,0.26
4228,"India","Telangana","Hyderabad",2007,"Hyderabad2007",532,"Hyderabad",89.599998,113456,0.26
4229,"India","Telangana","Hyderabad",2008,"Hyderabad2008",532,"Hyderabad",44,128918,0.26
4230,"India","Telangana","Hyderabad",2009,"Hyderabad2009",532,"Hyderabad",24,129267,0.26
4231,"India","Telangana","Hyderabad",2010,"Hyderabad2010",532,"Hyderabad",50.666668,152123,0.26
,,,,,,,,,,
4234,"India","Telangana","Hyderabad",2013,"Hyderabad2013",532,"Hyderabad",50.266666,172681,0.26
4235,"India","Telangana","Hyderabad",2014,"Hyderabad2014",532,"Hyderabad",61.25,184192,0.26
4236,"India","Telangana","Hyderabad",2015,"Hyderabad2015",532,"Hyderabad",66.833336,205923,0.26
4237,"India","Telangana","Hyderabad",2016,"Hyderabad2016",532,"Hyderabad",35.066666,225108,0.26
4238,"India","Telangana","Hyderabad",2017,"Hyderabad2017",532,"Hyderabad",83.529411,246058,0.26
4239,"India","Telangana","Hyderabad",2018,"Hyderabad2018",532,"Hyderabad",81.066666,268926,0.26
4240,"India","Kerala","Idukki",2000,"Idukki2000",257,"Idukki",13.4,79808,0.4
4241,"India","Kerala","Idukki",2001,"Idukki2001",257,"Idukki",18.111111,83795,0.4
4242,"India","Kerala","Idukki",2002,"Idukki2002",257,"Idukki",12.34,89927,0.4
,,,,,,,,,,
4244,"India","Kerala","Idukki",2004,"Idukki2004",257,"Idukki",12.118519,104776,0.4
,,,,,,,,,,
4246,"India","Kerala","Idukki",2006,"Idukki2006",257,"Idukki",13.113334,124625,0.4
4247,"India","Kerala","Idukki",2007,"Idukki2007",257,"Idukki",10.64,135747,0.4
4249,"India","Kerala","Idukki",2009,"Idukki2009",257,"Idukki",10.768,157123,0.4
4250,"India","Kerala","Idukki",2010,"Idukki2010",257,"Idukki",11.45625,167178,0.4
4253,"India","Kerala","Idukki",2013,"Idukki2013",257,"Idukki",8.3952379,196701,0.4
4254,"India","Kerala","Idukki",2014,"Idukki2014",257,"Idukki",11.85,206100,0.4
4255,"India","Kerala","Idukki",2015,"Idukki2015",257,"Idukki",12.238095,221750,0.4
4256,"India","Kerala","Idukki",2016,"Idukki2016",257,"Idukki",12.945455,239260,0.4
4257,"India","Kerala","Idukki",2017,"Idukki2017",257,"Idukki",18.638096,255206,0.4
4258,"India","Kerala","Idukki",2018,"Idukki2018",257,"Idukki",12.389474,275488,0.4
4259,"India","Madhya Pradesh","Indore",2000,"Indore2000",272,"Indore",93.714287,85664,0.3
4260,"India","Madhya Pradesh","Indore",2001,"Indore2001",272,"Indore",82,91792,0.3
4261,"India","Madhya Pradesh","Indore",2002,"Indore2002",272,"Indore",95.272728,87005,0.3
,,,,,,,,,,
4263,"India","Madhya Pradesh","Indore",2004,"Indore2004",272,"Indore",83.777779,99940,0.3
4264,"India","Madhya Pradesh","Indore",2005,"Indore2005",272,"Indore",110.25,104975,0.3
4265,"India","Madhya Pradesh","Indore",2006,"Indore2006",272,"Indore",109.09091,114545,0.3
4266,"India","Madhya Pradesh","Indore",2007,"Indore2007",272,"Indore",414,119958,0.3
4267,"India","Madhya Pradesh","Indore",2008,"Indore2008",272,"Indore",133.39999,135124,0.3
4268,"India","Madhya Pradesh","Indore",2009,"Indore2009",272,"Indore",97.818184,147933,0.3
4269,"India","Madhya Pradesh","Indore",2010,"Indore2010",272,"Indore",117.55556,155701,0.3
4270,"India","Madhya Pradesh","Indore",2011,"Indore2011",272,"Indore",142.54546,169600,0.3
4271,"India","Madhya Pradesh","Indore",2012,"Indore2012",272,"Indore",109.27273,184305,0.3
4272,"India","Madhya Pradesh","Indore",2013,"Indore2013",272,"Indore",85.333336,193761,0.3
4273,"India","Madhya Pradesh","Indore",2014,"Indore2014",272,"Indore",93.75,203761,0.3
4274,"India","Madhya Pradesh","Indore",2015,"Indore2015",272,"Indore",109.5,222663,0.3
4275,"India","Madhya Pradesh","Indore",2016,"Indore2016",272,"Indore",73.63636,251943,0.3
4276,"India","Madhya Pradesh","Indore",2017,"Indore2017",272,"Indore",84.818184,265451,0.3
4277,"India","Madhya Pradesh","Indore",2018,"Indore2018",272,"Indore",110.36364,289720,0.3
4278,"India","Madhya Pradesh","Jabalpur",2000,"Jabalpur2000",305,"Jabalpur",73,85664,0.4
4279,"India","Madhya Pradesh","Jabalpur",2001,"Jabalpur2001",305,"Jabalpur",62,91792,0.4
4280,"India","Madhya Pradesh","Jabalpur",2002,"Jabalpur2002",305,"Jabalpur",78.533333,87005,0.4
,,,,,,,,,,
4282,"India","Madhya Pradesh","Jabalpur",2004,"Jabalpur2004",305,"Jabalpur",89.846153,99940,0.4
4283,"India","Madhya Pradesh","Jabalpur",2005,"Jabalpur2005",305,"Jabalpur",53.466667,104975,0.4
4284,"India","Madhya Pradesh","Jabalpur",2006,"Jabalpur2006",305,"Jabalpur",12,114545,0.4
4285,"India","Madhya Pradesh","Jabalpur",2007,"Jabalpur2007",305,"Jabalpur",52.700001,119958,0.4
,,,,,,,,,,
4287,"India","Madhya Pradesh","Jabalpur",2009,"Jabalpur2009",305,"Jabalpur",72.235291,147933,0.4
4288,"India","Madhya Pradesh","Jabalpur",2010,"Jabalpur2010",305,"Jabalpur",74.941177,155701,0.4
4289,"India","Madhya Pradesh","Jabalpur",2011,"Jabalpur2011",305,"Jabalpur",65.764709,169600,0.4
4290,"India","Madhya Pradesh","Jabalpur",2012,"Jabalpur2012",305,"Jabalpur",28,184305,0.4
4291,"India","Madhya Pradesh","Jabalpur",2013,"Jabalpur2013",305,"Jabalpur",72.352943,193761,0.4
4292,"India","Madhya Pradesh","Jabalpur",2014,"Jabalpur2014",305,"Jabalpur",64.588234,203761,0.4
4293,"India","Madhya Pradesh","Jabalpur",2015,"Jabalpur2015",305,"Jabalpur",53.705883,222663,0.4
4294,"India","Madhya Pradesh","Jabalpur",2016,"Jabalpur2016",305,"Jabalpur",69.866669,251943,0.4
4295,"India","Madhya Pradesh","Jabalpur",2017,"Jabalpur2017",305,"Jabalpur",67.80645,265451,0.4
4296,"India","Madhya Pradesh","Jabalpur",2018,"Jabalpur2018",305,"Jabalpur",48.307693,289720,0.4
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4306,"India","Odisha","Jagatsinghapur",2009,"Jagatsinghapur2009",408,"Jagatsinghpur",30.333334,93957,0.24
,,,,,,,,,,
,,,,,,,,,,
4309,"India","Odisha","Jagatsinghapur",2012,"Jagatsinghapur2012",408,"Jagatsinghpur",60.5,109755,0.24
4310,"India","Odisha","Jagatsinghapur",2013,"Jagatsinghapur2013",408,"Jagatsinghpur",43.882355,118290,0.24
4311,"India","Odisha","Jagatsinghapur",2014,"Jagatsinghapur2014",408,"Jagatsinghpur",52.099998,119716,0.24
4312,"India","Odisha","Jagatsinghapur",2015,"Jagatsinghapur2015",408,"Jagatsinghpur",53.636364,128474,0.24
,,,,,,,,,,
4314,"India","Odisha","Jagatsinghapur",2017,"Jagatsinghapur2017",408,"Jagatsinghpur",39.333332,160442,0.24
4315,"India","Odisha","Jagatsinghapur",2018,"Jagatsinghapur2018",408,"Jagatsinghpur",42.75,171679,0.24
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
4320,"India","Telangana","Jagitial",2004,"Jagitial2004",527,"Karimnagar",72.666664,79916,0.2
4321,"India","Telangana","Jagitial",2005,"Jagitial2005",527,"Karimnagar",40,92751,0.2
4322,"India","Telangana","Jagitial",2006,"Jagitial2006",527,"Karimnagar",73.299995,102977,0.2
4323,"India","Telangana","Jagitial",2007,"Jagitial2007",527,"Karimnagar",112.4,113456,0.2
4324,"India","Telangana","Jagitial",2008,"Jagitial2008",527,"Karimnagar",78.800003,128918,0.2
4325,"India","Telangana","Jagitial",2009,"Jagitial2009",527,"Karimnagar",31,129267,0.2
4326,"India","Telangana","Jagitial",2010,"Jagitial2010",527,"Karimnagar",51.599998,152123,0.2
4327,"India","Telangana","Jagitial",2011,"Jagitial2011",527,"Karimnagar",97.599998,160602,0.2
,,,,,,,,,,
4329,"India","Telangana","Jagitial",2013,"Jagitial2013",527,"Karimnagar",47.666668,172681,0.2
